id,customer_id,type,nominal,balance,description,created_at,updated_at,unique_id,tgl_transaksi,kode_transaksi,type_transaksi,kategori_transaksi
54449651,19990,-,5527,1051348,Pemotongan Fee Multivendor | Total Trx : 5227,2023-09-02T22:00:07.000+08:00,2023-09-02T22:00:07.000+08:00,,02/09/2023,,,Payment
54449650,20156,-,5,29556,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-02T22:00:07.000+08:00,2023-09-02T22:00:07.000+08:00,,02/09/2023,,,Payment
54449649,22439,-,93,627558,Pemotongan Fee Multivendor | Total Trx : 33,2023-09-02T22:00:07.000+08:00,2023-09-02T22:00:07.000+08:00,,02/09/2023,,,Payment
54449648,19241,-,1,21271,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-02T22:00:07.000+08:00,2023-09-02T22:00:07.000+08:00,,02/09/2023,,,Payment
54449647,20768,-,6,1254,Pemotongan Fee Multivendor | Total Trx : 6,2023-09-02T22:00:06.000+08:00,2023-09-02T22:00:06.000+08:00,,02/09/2023,,,Payment
54449646,20030,-,48,13296,Pemotongan Fee Multivendor | Total Trx : 39,2023-09-02T22:00:06.000+08:00,2023-09-02T22:00:06.000+08:00,,02/09/2023,,,Payment
54449645,19204,-,5,190719,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-02T22:00:06.000+08:00,2023-09-02T22:00:06.000+08:00,,02/09/2023,,,Payment
54449644,19955,-,13,233260,Pemotongan Fee Multivendor | Total Trx : 13,2023-09-02T22:00:06.000+08:00,2023-09-02T22:00:06.000+08:00,,02/09/2023,,,Payment
54449643,21553,-,1698,53924,Pemotongan Fee Multivendor | Total Trx : 81,2023-09-02T22:00:06.000+08:00,2023-09-02T22:00:06.000+08:00,,02/09/2023,,,Payment
54449642,21718,-,25,201,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-02T22:00:04.000+08:00,2023-09-02T22:00:04.000+08:00,,02/09/2023,,,Payment
54449641,19912,-,9,4396,Pemotongan Fee Multivendor | Total Trx : 9,2023-09-02T22:00:04.000+08:00,2023-09-02T22:00:04.000+08:00,,02/09/2023,,,Payment
54449640,18878,-,34,4407,Pemotongan Fee Multivendor | Total Trx : 34,2023-09-02T22:00:04.000+08:00,2023-09-02T22:00:04.000+08:00,,02/09/2023,,,Payment
54449639,19766,-,27,143733,Pemotongan Fee Multivendor | Total Trx : 15,2023-09-02T22:00:04.000+08:00,2023-09-02T22:00:04.000+08:00,,02/09/2023,,,Payment
54449638,19818,-,13,168944,Pemotongan Fee Multivendor | Total Trx : 13,2023-09-02T22:00:03.000+08:00,2023-09-02T22:00:03.000+08:00,,02/09/2023,,,Payment
54449637,20628,-,10,19192,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-02T22:00:03.000+08:00,2023-09-02T22:00:03.000+08:00,,02/09/2023,,,Payment
54449636,20491,-,15,584850,Pemotongan Fee Multivendor | Total Trx : 15,2023-09-02T22:00:03.000+08:00,2023-09-02T22:00:03.000+08:00,,02/09/2023,,,Payment
54449635,20241,-,65,92715,Pemotongan Fee Multivendor | Total Trx : 16,2023-09-02T22:00:02.000+08:00,2023-09-02T22:00:02.000+08:00,,02/09/2023,,,Payment
54449634,1517,-,6,53405,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-02T22:00:02.000+08:00,2023-09-02T22:00:02.000+08:00,,02/09/2023,,,Payment
54449633,19343,-,29,656268,Pemotongan Fee Multivendor | Total Trx : 11,2023-09-02T22:00:02.000+08:00,2023-09-02T22:00:02.000+08:00,,02/09/2023,,,Payment
54449601,28753,-,639,0,Refund Kode Unik Tidak Sesuai,2023-09-02T21:49:31.000+08:00,2023-09-02T21:49:31.000+08:00,,02/09/2023,,,Refund
54449572,22414,-,288,0,Tidak Menggunakan Kode Unik,2023-09-02T21:42:58.000+08:00,2023-09-02T21:42:58.000+08:00,,02/09/2023,,,Unknown
54449343,26220,-,199000,1214757,Order Addon,2023-09-02T20:56:38.000+08:00,2023-09-02T20:56:38.000+08:00,,02/09/2023,,,Addon
54449251,28558,-,0,231,Order Addon,2023-09-02T20:43:05.000+08:00,2023-09-02T20:43:05.000+08:00,,02/09/2023,,,Addon
54447394,28666,-,0,636,Order Addon,2023-09-02T17:31:46.000+08:00,2023-09-02T17:31:46.000+08:00,,02/09/2023,,,Addon
54446563,25186,-,99000,77513,Revisi Aplikasi By Sistem,2023-09-02T15:35:48.000+08:00,2023-09-02T15:35:48.000+08:00,,02/09/2023,,,Payment
54446098,26220,-,240000,38,Order Addon,2023-09-02T14:00:58.000+08:00,2023-09-02T14:00:58.000+08:00,,02/09/2023,,,Addon
54445880,25186,-,199000,75705,Order Addon,2023-09-02T13:17:04.000+08:00,2023-09-02T13:17:04.000+08:00,,02/09/2023,,,Addon
54445788,28729,-,374,0,Tidak Menggunakan Kode Unik,2023-09-02T12:57:25.000+08:00,2023-09-02T12:57:25.000+08:00,,02/09/2023,,,Unknown
54445624,1453,-,98000,177299,Perpanjang berlangganan tenant Manual By SPA31,2023-09-02T12:26:16.000+08:00,2023-09-02T12:26:16.000+08:00,,02/09/2023,,,By. Langganan
54445622,3681,-,49000,54418,Perpanjang berlangganan tenant Manual By SPA17,2023-09-02T12:26:06.000+08:00,2023-09-02T12:26:06.000+08:00,,02/09/2023,,,By. Langganan
54445168,22194,-,0,288283,Order Addon,2023-09-02T10:57:57.000+08:00,2023-09-02T10:57:57.000+08:00,,02/09/2023,,,Addon
54444826,21194,-,49000,6195200,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:08.000+08:00,2023-09-02T10:00:08.000+08:00,,02/09/2023,,,By. Langganan
54444825,20156,-,49000,29561,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:08.000+08:00,2023-09-02T10:00:08.000+08:00,,02/09/2023,,,By. Langganan
54444824,20187,-,49000,1274643,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:07.000+08:00,2023-09-02T10:00:07.000+08:00,,02/09/2023,,,By. Langganan
54444823,5402,-,49000,1905,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:07.000+08:00,2023-09-02T10:00:07.000+08:00,,02/09/2023,,,By. Langganan
54444822,5148,-,49000,201924,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:06.000+08:00,2023-09-02T10:00:06.000+08:00,,02/09/2023,,,By. Langganan
54444820,3581,-,49000,334400,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:06.000+08:00,2023-09-02T10:00:06.000+08:00,,02/09/2023,,,By. Langganan
54444819,3741,-,245000,1169789,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:05.000+08:00,2023-09-02T10:00:05.000+08:00,,02/09/2023,,,By. Langganan
54444817,2875,-,49000,915771,Perpanjang Berlangganan Tenant By Sistem,2023-09-02T10:00:03.000+08:00,2023-09-02T10:00:03.000+08:00,,02/09/2023,,,By. Langganan
54444615,28718,-,419,0,Tidak Pakai Kode Unik,2023-09-02T09:24:58.000+08:00,2023-09-02T09:24:58.000+08:00,,02/09/2023,,,Unknown
54444051,21718,-,0,261,Order Addon,2023-09-02T07:48:13.000+08:00,2023-09-02T07:48:13.000+08:00,,02/09/2023,,,Addon
54443494,28580,-,299000,1699,Order Addon,2023-09-02T05:10:53.000+08:00,2023-09-02T05:10:53.000+08:00,,02/09/2023,,,Addon
54443459,1947,-,299000,41004,Order Addon,2023-09-02T04:18:42.000+08:00,2023-09-02T04:18:42.000+08:00,,02/09/2023,,,Addon
54443309,22216,-,300000,185638,Order Addon,2023-09-01T22:26:41.000+08:00,2023-09-01T22:26:41.000+08:00,,01/09/2023,,,Addon
54443249,3694,-,25,6492,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:57.000+08:00,2023-09-01T22:00:57.000+08:00,,01/09/2023,,,Payment
54443248,4426,-,2,1035,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:56.000+08:00,2023-09-01T22:00:56.000+08:00,,01/09/2023,,,Payment
54443247,3353,-,173,558437,Pemotongan Fee Multivendor | Total Trx : 173,2023-09-01T22:00:56.000+08:00,2023-09-01T22:00:56.000+08:00,,01/09/2023,,,Payment
54443246,6259,-,72,271177,Pemotongan Fee Multivendor | Total Trx : 72,2023-09-01T22:00:56.000+08:00,2023-09-01T22:00:56.000+08:00,,01/09/2023,,,Payment
54443245,21493,-,96,196418,Pemotongan Fee Multivendor | Total Trx : 54,2023-09-01T22:00:55.000+08:00,2023-09-01T22:00:55.000+08:00,,01/09/2023,,,Payment
54443244,3324,-,334,703142,Pemotongan Fee Multivendor | Total Trx : 334,2023-09-01T22:00:53.000+08:00,2023-09-01T22:00:53.000+08:00,,01/09/2023,,,Payment
54443243,21471,-,39,166576,Pemotongan Fee Multivendor | Total Trx : 26,2023-09-01T22:00:53.000+08:00,2023-09-01T22:00:53.000+08:00,,01/09/2023,,,Payment
54443242,5216,-,60,262534,Pemotongan Fee Multivendor | Total Trx : 60,2023-09-01T22:00:53.000+08:00,2023-09-01T22:00:53.000+08:00,,01/09/2023,,,Payment
54443241,4755,-,6,107619,Pemotongan Fee Multivendor | Total Trx : 6,2023-09-01T22:00:52.000+08:00,2023-09-01T22:00:52.000+08:00,,01/09/2023,,,Payment
54443240,2680,-,2,317618,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:52.000+08:00,2023-09-01T22:00:52.000+08:00,,01/09/2023,,,Payment
54443239,5204,-,35,506895,Pemotongan Fee Multivendor | Total Trx : 26,2023-09-01T22:00:51.000+08:00,2023-09-01T22:00:51.000+08:00,,01/09/2023,,,Payment
54443238,21453,-,35,511254,Pemotongan Fee Multivendor | Total Trx : 35,2023-09-01T22:00:50.000+08:00,2023-09-01T22:00:50.000+08:00,,01/09/2023,,,Payment
54443237,6568,-,56,105544,Pemotongan Fee Multivendor | Total Trx : 56,2023-09-01T22:00:49.000+08:00,2023-09-01T22:00:49.000+08:00,,01/09/2023,,,Payment
54443236,2831,-,855,461,Pemotongan Fee Multivendor | Total Trx : 855,2023-09-01T22:00:48.000+08:00,2023-09-01T22:00:48.000+08:00,,01/09/2023,,,Payment
54443235,2831,-,855,462138,Pemotongan Fee Multivendor | Total Trx : 855,2023-09-01T22:00:48.000+08:00,2023-09-01T22:00:48.000+08:00,,01/09/2023,,,Payment
54443234,25648,-,391,338873,Pemotongan Fee Multivendor | Total Trx : 43,2023-09-01T22:00:47.000+08:00,2023-09-01T22:00:47.000+08:00,,01/09/2023,,,Payment
54443233,589,-,13,141105,Pemotongan Fee Multivendor | Total Trx : 13,2023-09-01T22:00:47.000+08:00,2023-09-01T22:00:47.000+08:00,,01/09/2023,,,Payment
54443232,3244,-,60,41074,Pemotongan Fee Multivendor | Total Trx : 12,2023-09-01T22:00:46.000+08:00,2023-09-01T22:00:46.000+08:00,,01/09/2023,,,Payment
54443231,22161,-,6,1075315,Pemotongan Fee Multivendor | Total Trx : 6,2023-09-01T22:00:46.000+08:00,2023-09-01T22:00:46.000+08:00,,01/09/2023,,,Payment
54443230,3240,-,9,2897,Pemotongan Fee Multivendor | Total Trx : 9,2023-09-01T22:00:45.000+08:00,2023-09-01T22:00:45.000+08:00,,01/09/2023,,,Payment
54443229,5435,-,17,3931,Pemotongan Fee Multivendor | Total Trx : 17,2023-09-01T22:00:45.000+08:00,2023-09-01T22:00:45.000+08:00,,01/09/2023,,,Payment
54443228,21407,-,7,1237695,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:45.000+08:00,2023-09-01T22:00:45.000+08:00,,01/09/2023,,,Payment
54443227,21404,-,632,327275,Pemotongan Fee Multivendor | Total Trx : 239,2023-09-01T22:00:44.000+08:00,2023-09-01T22:00:44.000+08:00,,01/09/2023,,,Payment
54443226,4735,-,37,35971,Pemotongan Fee Multivendor | Total Trx : 37,2023-09-01T22:00:44.000+08:00,2023-09-01T22:00:44.000+08:00,,01/09/2023,,,Payment
54443225,22537,-,389,2584358,Pemotongan Fee Multivendor | Total Trx : 192,2023-09-01T22:00:44.000+08:00,2023-09-01T22:00:44.000+08:00,,01/09/2023,,,Payment
54443224,4405,-,10,7067,Pemotongan Fee Multivendor | Total Trx : 10,2023-09-01T22:00:43.000+08:00,2023-09-01T22:00:43.000+08:00,,01/09/2023,,,Payment
54443223,2217,-,177,1452168,Pemotongan Fee Multivendor | Total Trx : 128,2023-09-01T22:00:41.000+08:00,2023-09-01T22:00:41.000+08:00,,01/09/2023,,,Payment
54443222,3222,-,52,348911,Pemotongan Fee Multivendor | Total Trx : 52,2023-09-01T22:00:41.000+08:00,2023-09-01T22:00:41.000+08:00,,01/09/2023,,,Payment
54443221,219,-,53,45613,Pemotongan Fee Multivendor | Total Trx : 53,2023-09-01T22:00:41.000+08:00,2023-09-01T22:00:41.000+08:00,,01/09/2023,,,Payment
54443220,26844,-,4,1531820,Pemotongan Fee Multivendor | Total Trx : 4,2023-09-01T22:00:41.000+08:00,2023-09-01T22:00:41.000+08:00,,01/09/2023,,,Payment
54443219,21378,-,23,178274,Pemotongan Fee Multivendor | Total Trx : 23,2023-09-01T22:00:40.000+08:00,2023-09-01T22:00:40.000+08:00,,01/09/2023,,,Payment
54443218,3210,-,2381,13442407,Pemotongan Fee Multivendor | Total Trx : 1611,2023-09-01T22:00:39.000+08:00,2023-09-01T22:00:39.000+08:00,,01/09/2023,,,Payment
54443217,4927,-,176,999200,Pemotongan Fee Multivendor | Total Trx : 176,2023-09-01T22:00:39.000+08:00,2023-09-01T22:00:39.000+08:00,,01/09/2023,,,Payment
54443216,1349,-,11,926177,Pemotongan Fee Multivendor | Total Trx : 11,2023-09-01T22:00:39.000+08:00,2023-09-01T22:00:39.000+08:00,,01/09/2023,,,Payment
54443215,25234,-,17,688306,Pemotongan Fee Multivendor | Total Trx : 17,2023-09-01T22:00:39.000+08:00,2023-09-01T22:00:39.000+08:00,,01/09/2023,,,Payment
54443214,20800,-,478,1660266,Pemotongan Fee Multivendor | Total Trx : 371,2023-09-01T22:00:38.000+08:00,2023-09-01T22:00:38.000+08:00,,01/09/2023,,,Payment
54443213,3178,-,14,234800,Pemotongan Fee Multivendor | Total Trx : 14,2023-09-01T22:00:38.000+08:00,2023-09-01T22:00:38.000+08:00,,01/09/2023,,,Payment
54443212,25186,-,32,23881,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:38.000+08:00,2023-09-01T22:00:38.000+08:00,,01/09/2023,,,Payment
54443211,21335,-,1,1532298,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:37.000+08:00,2023-09-01T22:00:37.000+08:00,,01/09/2023,,,Payment
54443210,4885,-,19,634771,Pemotongan Fee Multivendor | Total Trx : 19,2023-09-01T22:00:37.000+08:00,2023-09-01T22:00:37.000+08:00,,01/09/2023,,,Payment
54443209,20711,-,19,182453,Pemotongan Fee Multivendor | Total Trx : 19,2023-09-01T22:00:37.000+08:00,2023-09-01T22:00:37.000+08:00,,01/09/2023,,,Payment
54443208,20696,-,163,1558449,Pemotongan Fee Multivendor | Total Trx : 163,2023-09-01T22:00:36.000+08:00,2023-09-01T22:00:36.000+08:00,,01/09/2023,,,Payment
54443207,25101,-,690,221402,Pemotongan Fee Multivendor | Total Trx : 690,2023-09-01T22:00:36.000+08:00,2023-09-01T22:00:36.000+08:00,,01/09/2023,,,Payment
54443206,20689,-,40,1110398,Pemotongan Fee Multivendor | Total Trx : 40,2023-09-01T22:00:36.000+08:00,2023-09-01T22:00:36.000+08:00,,01/09/2023,,,Payment
54443205,22040,-,82,265618,Pemotongan Fee Multivendor | Total Trx : 82,2023-09-01T22:00:36.000+08:00,2023-09-01T22:00:36.000+08:00,,01/09/2023,,,Payment
54443204,26744,-,1,708,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:36.000+08:00,2023-09-01T22:00:36.000+08:00,,01/09/2023,,,Payment
54443203,25090,-,23,1499155,Pemotongan Fee Multivendor | Total Trx : 23,2023-09-01T22:00:35.000+08:00,2023-09-01T22:00:35.000+08:00,,01/09/2023,,,Payment
54443202,3922,-,60,28412,Pemotongan Fee Multivendor | Total Trx : 3,2023-09-01T22:00:35.000+08:00,2023-09-01T22:00:35.000+08:00,,01/09/2023,,,Payment
54443201,21307,-,20,49099,Pemotongan Fee Multivendor | Total Trx : 20,2023-09-01T22:00:35.000+08:00,2023-09-01T22:00:35.000+08:00,,01/09/2023,,,Payment
54443200,26714,-,41,157034,Pemotongan Fee Multivendor | Total Trx : 41,2023-09-01T22:00:34.000+08:00,2023-09-01T22:00:34.000+08:00,,01/09/2023,,,Payment
54443199,19945,-,96,3577243,Pemotongan Fee Multivendor | Total Trx : 47,2023-09-01T22:00:34.000+08:00,2023-09-01T22:00:34.000+08:00,,01/09/2023,,,Payment
54443198,3229,-,7,4183,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:33.000+08:00,2023-09-01T22:00:33.000+08:00,,01/09/2023,,,Payment
54443197,20624,-,2,129500,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:32.000+08:00,2023-09-01T22:00:32.000+08:00,,01/09/2023,,,Payment
54443196,19577,-,226,485379,Pemotongan Fee Multivendor | Total Trx : 226,2023-09-01T22:00:32.000+08:00,2023-09-01T22:00:32.000+08:00,,01/09/2023,,,Payment
54443195,21279,-,29,553946,Pemotongan Fee Multivendor | Total Trx : 29,2023-09-01T22:00:31.000+08:00,2023-09-01T22:00:31.000+08:00,,01/09/2023,,,Payment
54443194,3873,-,598,872376,Pemotongan Fee Multivendor | Total Trx : 598,2023-09-01T22:00:31.000+08:00,2023-09-01T22:00:31.000+08:00,,01/09/2023,,,Payment
54443193,3081,-,188,581669,Pemotongan Fee Multivendor | Total Trx : 188,2023-09-01T22:00:30.000+08:00,2023-09-01T22:00:30.000+08:00,,01/09/2023,,,Payment
54443192,25120,-,1,90509,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:30.000+08:00,2023-09-01T22:00:30.000+08:00,,01/09/2023,,,Payment
54443191,19255,-,1,1954565,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:29.000+08:00,2023-09-01T22:00:29.000+08:00,,01/09/2023,,,Payment
54443190,3062,-,228,542517,Pemotongan Fee Multivendor | Total Trx : 228,2023-09-01T22:00:29.000+08:00,2023-09-01T22:00:29.000+08:00,,01/09/2023,,,Payment
54443189,25118,-,7,99174,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:29.000+08:00,2023-09-01T22:00:29.000+08:00,,01/09/2023,,,Payment
54443188,21259,-,992,9980536,Pemotongan Fee Multivendor | Total Trx : 992,2023-09-01T22:00:29.000+08:00,2023-09-01T22:00:29.000+08:00,,01/09/2023,,,Payment
54443187,3839,-,1,30302,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:29.000+08:00,2023-09-01T22:00:29.000+08:00,,01/09/2023,,,Payment
54443186,20387,-,428,5552302,Pemotongan Fee Multivendor | Total Trx : 428,2023-09-01T22:00:28.000+08:00,2023-09-01T22:00:28.000+08:00,,01/09/2023,,,Payment
54443185,20363,-,7,42566,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:28.000+08:00,2023-09-01T22:00:28.000+08:00,,01/09/2023,,,Payment
54443184,21202,-,9,2149,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-01T22:00:27.000+08:00,2023-09-01T22:00:27.000+08:00,,01/09/2023,,,Payment
54443183,3002,-,30,27840,Pemotongan Fee Multivendor | Total Trx : 30,2023-09-01T22:00:27.000+08:00,2023-09-01T22:00:27.000+08:00,,01/09/2023,,,Payment
54443182,24316,-,9,121824,Pemotongan Fee Multivendor | Total Trx : 9,2023-09-01T22:00:26.000+08:00,2023-09-01T22:00:26.000+08:00,,01/09/2023,,,Payment
54443181,21186,-,13,992120,Pemotongan Fee Multivendor | Total Trx : 4,2023-09-01T22:00:26.000+08:00,2023-09-01T22:00:26.000+08:00,,01/09/2023,,,Payment
54443180,21937,-,17,167567,Pemotongan Fee Multivendor | Total Trx : 8,2023-09-01T22:00:26.000+08:00,2023-09-01T22:00:26.000+08:00,,01/09/2023,,,Payment
54443179,4692,-,1,3118435,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:25.000+08:00,2023-09-01T22:00:25.000+08:00,,01/09/2023,,,Payment
54443178,12,-,11,41695,Pemotongan Fee Multivendor | Total Trx : 11,2023-09-01T22:00:25.000+08:00,2023-09-01T22:00:25.000+08:00,,01/09/2023,,,Payment
54443177,21184,-,31,364137,Pemotongan Fee Multivendor | Total Trx : 31,2023-09-01T22:00:25.000+08:00,2023-09-01T22:00:25.000+08:00,,01/09/2023,,,Payment
54443176,18957,-,103,705290,Pemotongan Fee Multivendor | Total Trx : 103,2023-09-01T22:00:24.000+08:00,2023-09-01T22:00:24.000+08:00,,01/09/2023,,,Payment
54443175,21137,-,6,1240640,Pemotongan Fee Multivendor | Total Trx : 6,2023-09-01T22:00:24.000+08:00,2023-09-01T22:00:24.000+08:00,,01/09/2023,,,Payment
54443174,2904,-,77,917439,Pemotongan Fee Multivendor | Total Trx : 28,2023-09-01T22:00:22.000+08:00,2023-09-01T22:00:22.000+08:00,,01/09/2023,,,Payment
54443173,3815,-,351,695766,Pemotongan Fee Multivendor | Total Trx : 351,2023-09-01T22:00:22.000+08:00,2023-09-01T22:00:22.000+08:00,,01/09/2023,,,Payment
54443172,21528,-,25,27248,Pemotongan Fee Multivendor | Total Trx : 25,2023-09-01T22:00:22.000+08:00,2023-09-01T22:00:22.000+08:00,,01/09/2023,,,Payment
54443171,4517,-,12,61847,Pemotongan Fee Multivendor | Total Trx : 12,2023-09-01T22:00:21.000+08:00,2023-09-01T22:00:21.000+08:00,,01/09/2023,,,Payment
54443170,22811,-,1,140296,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:21.000+08:00,2023-09-01T22:00:21.000+08:00,,01/09/2023,,,Payment
54443169,3736,-,419,377267,Pemotongan Fee Multivendor | Total Trx : 419,2023-09-01T22:00:21.000+08:00,2023-09-01T22:00:21.000+08:00,,01/09/2023,,,Payment
54443168,21065,-,40,242581,Pemotongan Fee Multivendor | Total Trx : 40,2023-09-01T22:00:20.000+08:00,2023-09-01T22:00:20.000+08:00,,01/09/2023,,,Payment
54443167,26,-,33,35437,Pemotongan Fee Multivendor | Total Trx : 33,2023-09-01T22:00:20.000+08:00,2023-09-01T22:00:20.000+08:00,,01/09/2023,,,Payment
54443166,26,-,33,35470,Pemotongan Fee Multivendor | Total Trx : 33,2023-09-01T22:00:20.000+08:00,2023-09-01T22:00:20.000+08:00,,01/09/2023,,,Payment
54443165,4320,-,34,11804,Pemotongan Fee Multivendor | Total Trx : 34,2023-09-01T22:00:20.000+08:00,2023-09-01T22:00:20.000+08:00,,01/09/2023,,,Payment
54443164,21006,-,7,1594199,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:19.000+08:00,2023-09-01T22:00:19.000+08:00,,01/09/2023,,,Payment
54443163,26220,-,25,430538,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-01T22:00:18.000+08:00,2023-09-01T22:00:18.000+08:00,,01/09/2023,,,Payment
54443162,3524,-,2,98446,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:16.000+08:00,2023-09-01T22:00:16.000+08:00,,01/09/2023,,,Payment
54443161,4000,-,5,6819,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-01T22:00:16.000+08:00,2023-09-01T22:00:16.000+08:00,,01/09/2023,,,Payment
54443160,19650,-,63,612638,Pemotongan Fee Multivendor | Total Trx : 63,2023-09-01T22:00:16.000+08:00,2023-09-01T22:00:16.000+08:00,,01/09/2023,,,Payment
54443159,20890,-,1610,2051551,Pemotongan Fee Multivendor | Total Trx : 594,2023-09-01T22:00:15.000+08:00,2023-09-01T22:00:15.000+08:00,,01/09/2023,,,Payment
54443158,19632,-,20,81261,Pemotongan Fee Multivendor | Total Trx : 20,2023-09-01T22:00:15.000+08:00,2023-09-01T22:00:15.000+08:00,,01/09/2023,,,Payment
54443157,3380,-,98,450291,Pemotongan Fee Multivendor | Total Trx : 98,2023-09-01T22:00:14.000+08:00,2023-09-01T22:00:14.000+08:00,,01/09/2023,,,Payment
54443156,22216,-,40,485638,Pemotongan Fee Multivendor | Total Trx : 22,2023-09-01T22:00:14.000+08:00,2023-09-01T22:00:14.000+08:00,,01/09/2023,,,Payment
54443155,20570,-,9,54621,Pemotongan Fee Multivendor | Total Trx : 5,2023-09-01T22:00:13.000+08:00,2023-09-01T22:00:13.000+08:00,,01/09/2023,,,Payment
54443154,2097,-,23,7470817,Pemotongan Fee Multivendor | Total Trx : 23,2023-09-01T22:00:13.000+08:00,2023-09-01T22:00:13.000+08:00,,01/09/2023,,,Payment
54443153,19608,-,1144,523916,Pemotongan Fee Multivendor | Total Trx : 701,2023-09-01T22:00:12.000+08:00,2023-09-01T22:00:12.000+08:00,,01/09/2023,,,Payment
54443152,19602,-,29,481128,Pemotongan Fee Multivendor | Total Trx : 29,2023-09-01T22:00:12.000+08:00,2023-09-01T22:00:12.000+08:00,,01/09/2023,,,Payment
54443151,18988,-,1,48794,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:12.000+08:00,2023-09-01T22:00:12.000+08:00,,01/09/2023,,,Payment
54443150,19598,-,15,64577,Pemotongan Fee Multivendor | Total Trx : 7,2023-09-01T22:00:11.000+08:00,2023-09-01T22:00:11.000+08:00,,01/09/2023,,,Payment
54443149,1453,-,347,24936,Pemotongan Fee Multivendor | Total Trx : 274,2023-09-01T22:00:11.000+08:00,2023-09-01T22:00:11.000+08:00,,01/09/2023,,,Payment
54443148,20588,-,28,580486,Pemotongan Fee Multivendor | Total Trx : 19,2023-09-01T22:00:11.000+08:00,2023-09-01T22:00:11.000+08:00,,01/09/2023,,,Payment
54443147,1452,-,194,448,Pemotongan Fee Multivendor | Total Trx : 194,2023-09-01T22:00:10.000+08:00,2023-09-01T22:00:10.000+08:00,,01/09/2023,,,Payment
54443146,20261,-,2,166604,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:09.000+08:00,2023-09-01T22:00:09.000+08:00,,01/09/2023,,,Payment
54443145,19990,-,5468,1143249,Pemotongan Fee Multivendor | Total Trx : 5468,2023-09-01T22:00:08.000+08:00,2023-09-01T22:00:08.000+08:00,,01/09/2023,,,Payment
54443144,19370,-,3,53269,Pemotongan Fee Multivendor | Total Trx : 3,2023-09-01T22:00:08.000+08:00,2023-09-01T22:00:08.000+08:00,,01/09/2023,,,Payment
54443143,20156,-,2,78561,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:07.000+08:00,2023-09-01T22:00:07.000+08:00,,01/09/2023,,,Payment
54443142,20768,-,2,1260,Pemotongan Fee Multivendor | Total Trx : 2,2023-09-01T22:00:07.000+08:00,2023-09-01T22:00:07.000+08:00,,01/09/2023,,,Payment
54443141,20030,-,90,13344,Pemotongan Fee Multivendor | Total Trx : 90,2023-09-01T22:00:06.000+08:00,2023-09-01T22:00:06.000+08:00,,01/09/2023,,,Payment
54443140,19955,-,23,259368,Pemotongan Fee Multivendor | Total Trx : 23,2023-09-01T22:00:06.000+08:00,2023-09-01T22:00:06.000+08:00,,01/09/2023,,,Payment
54443139,22439,-,14,118200,Pemotongan Fee Multivendor | Total Trx : 10,2023-09-01T22:00:06.000+08:00,2023-09-01T22:00:06.000+08:00,,01/09/2023,,,Payment
54443138,20148,-,1,4351,Pemotongan Fee Multivendor | Total Trx : 1,2023-09-01T22:00:06.000+08:00,2023-09-01T22:00:06.000+08:00,,01/09/2023,,,Payment
